t,func,frame_id,ch,rawdata,agc,hr_bpm,hr_conf,spo2_pct,spo2_conf
9.068,HR,112,1,14742238,g4/13mA/13mA,80,94,0,18
9.068,HR,112,2,12553078,g4/13mA/13mA,80,94,0,18
9.068,HR,112,3,13988366,g4/13mA/13mA,80,94,0,18
9.068,HR,113,0,15139949,g5/13mA/13mA,80,94,0,18
9.068,HR,113,1,14741745,g4/13mA/13mA,80,94,0,18
9.068,HR,113,2,12552523,g4/13mA/13mA,80,94,0,18
9.068,HR,113,3,13988641,g4/13mA/13mA,80,94,0,18
9.068,HR,114,0,15141571,g5/13mA/13mA,80,95,0,18
9.068,HR,114,1,14743101,g4/13mA/13mA,80,95,0,18
9.068,HR,114,2,12553692,g4/13mA/13mA,80,95,0,18
9.068,HR,114,3,13989153,g4/13mA/13mA,80,95,0,18
9.068,HR,115,0,15141307,g5/13mA/13mA,80,95,0,18
9.068,HR,115,1,14743273,g4/13mA/13mA,80,95,0,18
9.068,HR,115,2,12553351,g4/13mA/13mA,80,95,0,18
9.068,HR,115,3,13989210,g4/13mA/13mA,80,95,0,18
9.093,HR,116,0,15141255,g5/13mA/13mA,80,95,0,18
9.093,HR,116,1,14742555,g4/13mA/13mA,80,95,0,18
9.093,HR,116,2,12553001,g4/13mA/13mA,80,95,0,18
9.093,HR,116,3,13988803,g4/13mA/13mA,80,95,0,18
9.093,HR,117,0,15140855,g5/13mA/13mA,80,95,0,18
9.093,HR,117,1,14742750,g4/13mA/13mA,80,95,0,18
9.093,HR,117,2,12553342,g4/13mA/13mA,80,95,0,18
9.093,HR,117,3,13988863,g4/13mA/13mA,80,95,0,18
9.093,HR,118,0,15138250,g5/13mA/13mA,80,95,0,18
9.093,HR,118,1,14741011,g4/13mA/13mA,80,95,0,18
9.093,HR,118,2,12551806,g4/13mA/13mA,80,95,0,18
9.093,HR,118,3,13987147,g4/13mA/13mA,80,95,0,18
9.093,HR,119,0,15142268,g5/13mA/13mA,80,95,0,18
9.093,HR,119,1,14743110,g4/13mA/13mA,80,95,0,18
9.093,HR,119,2,12553769,g4/13mA/13mA,80,95,0,18
9.093,HR,119,3,13989315,g4/13mA/13mA,80,95,0,18
9.093,HR,120,0,15141928,g5/13mA/13mA,80,95,0,18
9.093,HR,120,1,14743468,g4/13mA/13mA,80,95,0,18
9.093,HR,120,2,12553777,g4/13mA/13mA,80,95,0,18
9.093,HR,120,3,13989348,g4/13mA/13mA,80,95,0,18
9.093,HR,121,0,15141954,g5/13mA/13mA,80,95,0,18
9.093,HR,121,1,14742998,g4/13mA/13mA,80,95,0,18
9.093,HR,121,2,12553504,g4/13mA/13mA,80,95,0,18
9.093,HR,121,3,13989032,g4/13mA/13mA,80,95,0,18
9.126,HR,122,0,15141553,g5/13mA/13mA,80,95,0,18
9.126,HR,122,1,14743401,g4/13mA/13mA,80,95,0,18
9.126,HR,122,2,12553606,g4/13mA/13mA,80,95,0,18
9.126,HR,122,3,13988829,g4/13mA/13mA,80,95,0,18
9.126,HR,123,0,15140102,g5/13mA/13mA,80,95,0,18
9.126,HR,123,1,14742231,g4/13mA/13mA,80,95,0,18
9.126,HR,123,2,12552899,g4/13mA/13mA,80,95,0,18
9.126,HR,123,3,13988325,g4/13mA/13mA,80,95,0,18
9.126,HR,124,0,15143216,g5/13mA/13mA,80,95,0,18
9.126,HR,124,1,14743877,g4/13mA/13mA,80,95,0,18
9.126,HR,124,2,12554254,g4/13mA/13mA,80,95,0,18
9.126,HR,124,3,13989723,g4/13mA/13mA,80,95,0,18
9.126,HR,125,0,15139139,g5/13mA/13mA,80,95,0,18
9.126,HR,125,1,14741387,g4/13mA/13mA,80,95,0,18
9.126,HR,125,2,12552130,g4/13mA/13mA,80,95,0,18
9.126,HR,125,3,13987718,g4/13mA/13mA,80,95,0,18
9.126,HR,126,0,15142901,g5/13mA/13mA,80,95,0,18
9.126,HR,126,1,14743741,g4/13mA/13mA,80,95,0,18
9.126,HR,126,2,12554161,g4/13mA/13mA,80,95,0,18
9.126,HR,126,3,13989595,g4/13mA/13mA,80,95,0,18
9.154,HRV,93,0,15141100,g5/13mA/13mA,80,95,0,18
9.154,HRV,93,1,14742750,g4/13mA/13mA,80,95,0,18
9.154,HRV,93,2,12553358,g4/13mA/13mA,80,95,0,18
9.154,HRV,93,3,13988795,g4/13mA/13mA,80,95,0,18
9.154,HRV,94,0,15140828,g5/13mA/13mA,80,95,0,18
9.154,HRV,94,1,14742735,g4/13mA/13mA,80,95,0,18
9.154,HRV,94,2,12553488,g4/13mA/13mA,80,95,0,18
9.154,HRV,94,3,13988546,g4/13mA/13mA,80,95,0,18
9.154,HRV,95,0,15138694,g5/13mA/13mA,80,95,0,18
9.154,HRV,95,1,14741248,g4/13mA/13mA,80,95,0,18
9.154,HRV,95,2,12552081,g4/13mA/13mA,80,95,0,18
9.154,HRV,95,3,13987515,g4/13mA/13mA,80,95,0,18
9.154,HRV,96,0,15142456,g5/13mA/13mA,80,95,0,18
9.154,HRV,96,1,14743314,g4/13mA/13mA,80,95,0,18
9.154,HRV,96,2,12553802,g4/13mA/13mA,80,95,0,18
9.154,HRV,96,3,13989178,g4/13mA/13mA,80,95,0,18
9.154,HRV,97,0,15139514,g5/13mA/13mA,80,95,0,18
9.154,HRV,97,1,14742043,g4/13mA/13mA,80,95,0,18
9.154,HRV,97,2,12552499,g4/13mA/13mA,80,95,0,18
9.154,HRV,97,3,13987880,g4/13mA/13mA,80,95,0,18
9.155,HRV,98,0,15140948,g5/13mA/13mA,80,95,0,18
9.155,HRV,98,1,14742393,g4/13mA/13mA,80,95,0,18
9.155,HRV,98,2,12553196,g4/13mA/13mA,80,95,0,18
9.155,HRV,98,3,13988709,g4/13mA/13mA,80,95,0,18
9.217,HRV,99,0,15142858,g5/13mA/13mA,80,95,0,18
9.217,HRV,99,1,14743920,g4/13mA/13mA,80,95,0,18
9.217,HRV,99,2,12554434,g4/13mA/13mA,80,95,0,18
9.217,HRV,99,3,13989944,g4/13mA/13mA,80,95,0,18
9.217,HRV,100,0,15142636,g5/13mA/13mA,80,95,0,18
9.217,HRV,100,1,14743476,g4/13mA/13mA,80,95,0,18
9.217,HRV,100,2,12553922,g4/13mA/13mA,80,95,0,18
9.217,HRV,100,3,13989304,g4/13mA/13mA,80,95,0,18
9.217,HRV,101,0,15140162,g5/13mA/13mA,80,95,0,18
9.217,HRV,101,1,14742351,g4/13mA/13mA,80,95,0,18
9.217,HRV,101,2,12552719,g4/13mA/13mA,80,95,0,18
9.217,HRV,101,3,13988461,g4/13mA/13mA,80,95,0,18
9.217,HRV,102,0,15141468,g5/13mA/13mA,80,95,0,18
9.217,HRV,102,1,14742998,g4/13mA/13mA,80,95,0,18
9.217,HRV,102,2,12553640,g4/13mA/13mA,80,95,0,18
9.217,HRV,102,3,13989067,g4/13mA/13mA,80,95,0,18
9.217,HRV,103,0,15141477,g5/13mA/13mA,80,95,0,18
9.217,HRV,103,1,14742760,g4/13mA/13mA,80,95,0,18
9.217,HRV,103,2,12553233,g4/13mA/13mA,80,95,0,18
9.217,HRV,103,3,13988768,g4/13mA/13mA,80,95,0,18
9.217,HRV,104,0,15141186,g5/13mA/13mA,80,95,0,18
9.217,HRV,104,1,14742743,g4/13mA/13mA,80,95,0,18
9.217,HRV,104,2,12553207,g4/13mA/13mA,80,95,0,18
9.217,HRV,104,3,13988803,g4/13mA/13mA,80,95,0,18
9.245,HRV,105,0,15140607,g5/13mA/13mA,80,95,0,18
9.245,HRV,105,1,14742376,g4/13mA/13mA,80,95,0,18
9.245,HRV,105,2,12553128,g4/13mA/13mA,80,95,0,18
9.245,HRV,105,3,13988588,g4/13mA/13mA,80,95,0,18
9.245,HRV,106,0,15140871,g5/13mA/13mA,80,95,0,18
9.245,HRV,106,1,14742531,g4/13mA/13mA,80,95,0,18
9.245,HRV,106,2,12553105,g4/13mA/13mA,80,95,0,18
9.245,HRV,106,3,13988656,g4/13mA/13mA,80,95,0,18
9.245,HRV,107,0,15140667,g5/13mA/13mA,80,95,0,18
9.245,HRV,107,1,14742384,g4/13mA/13mA,80,95,0,18
9.245,HRV,107,2,12553267,g4/13mA/13mA,80,95,0,18
9.245,HRV,107,3,13988581,g4/13mA/13mA,80,95,0,18
9.245,HRV,108,0,15141775,g5/13mA/13mA,80,95,0,18
9.245,HRV,108,1,14742878,g4/13mA/13mA,80,95,0,18
9.245,HRV,108,2,12553504,g4/13mA/13mA,80,95,0,18
9.245,HRV,108,3,13988964,g4/13mA/13mA,80,95,0,18
9.245,HRV,109,0,15138874,g5/13mA/13mA,80,95,0,18
9.245,HRV,109,1,14741308,g4/13mA/13mA,80,95,0,18
9.245,HRV,109,2,12552122,g4/13mA/13mA,80,95,0,18
9.245,HRV,109,3,13987658,g4/13mA/13mA,80,95,0,18
9.245,HRV,110,0,15141126,g5/13mA/13mA,80,95,0,18
9.245,HRV,110,1,14742538,g4/13mA/13mA,80,95,0,18
9.245,HRV,110,2,12553317,g4/13mA/13mA,80,95,0,18
9.245,HRV,110,3,13988820,g4/13mA/13mA,80,95,0,18
9.274,HRV,111,0,15141126,g5/13mA/13mA,80,95,0,18
9.274,HRV,111,1,14742214,g4/13mA/13mA,80,95,0,18
9.274,HRV,111,2,12553189,g4/13mA/13mA,80,95,0,18
9.274,HRV,111,3,13988795,g4/13mA/13mA,80,95,0,18
9.274,HRV,112,0,15140539,g5/13mA/13mA,80,95,0,18
9.274,HRV,112,1,14742238,g4/13mA/13mA,80,95,0,18
9.274,HRV,112,2,12553078,g4/13mA/13mA,80,95,0,18
9.274,HRV,112,3,13988366,g4/13mA/13mA,80,95,0,18
9.274,HRV,113,0,15139949,g5/13mA/13mA,80,95,0,18
9.274,HRV,113,1,14741745,g4/13mA/13mA,80,95,0,18
9.274,HRV,113,2,12552523,g4/13mA/13mA,80,95,0,18
9.274,HRV,113,3,13988641,g4/13mA/13mA,80,95,0,18
9.274,HRV,114,0,15141571,g5/13mA/13mA,80,95,0,18
9.274,HRV,114,1,14743101,g4/13mA/13mA,80,95,0,18
9.274,HRV,114,2,12553692,g4/13mA/13mA,80,95,0,18
9.274,HRV,114,3,13989153,g4/13mA/13mA,80,95,0,18
9.274,HRV,115,0,15141307,g5/13mA/13mA,80,95,0,18
9.274,HRV,115,1,14743273,g4/13mA/13mA,80,95,0,18
9.274,HRV,115,2,12553351,g4/13mA/13mA,80,95,0,18
9.274,HRV,115,3,13989210,g4/13mA/13mA,80,95,0,18
9.363,HRV,116,0,15141255,g5/13mA/13mA,80,95,0,18
9.364,HRV,116,1,14742555,g4/13mA/13mA,80,95,0,18
9.364,HRV,116,2,12553001,g4/13mA/13mA,80,95,0,18
9.364,HRV,116,3,13988803,g4/13mA/13mA,80,95,0,18
9.364,HRV,117,0,15140855,g5/13mA/13mA,80,95,0,18
9.364,HRV,117,1,14742750,g4/13mA/13mA,80,95,0,18
9.364,HRV,117,2,12553342,g4/13mA/13mA,80,95,0,18
9.364,HRV,117,3,13988863,g4/13mA/13mA,80,95,0,18
9.364,HRV,118,0,15138250,g5/13mA/13mA,80,95,0,18
9.364,HRV,118,1,14741011,g4/13mA/13mA,80,95,0,18
9.364,HRV,118,2,12551806,g4/13mA/13mA,80,95,0,18
9.364,HRV,118,3,13987147,g4/13mA/13mA,80,95,0,18
9.364,HRV,119,0,15142268,g5/13mA/13mA,80,95,0,18
9.364,HRV,119,1,14743110,g4/13mA/13mA,80,95,0,18
9.364,HRV,119,2,12553769,g4/13mA/13mA,80,95,0,18
9.364,HRV,119,3,13989315,g4/13mA/13mA,80,95,0,18
9.364,HRV,120,0,15141928,g5/13mA/13mA,80,95,0,18
9.364,HRV,120,1,14743468,g4/13mA/13mA,80,95,0,18
9.364,HRV,120,2,12553777,g4/13mA/13mA,80,95,0,18
9.364,HRV,120,3,13989348,g4/13mA/13mA,80,95,0,18
9.364,HRV,121,0,15141954,g5/13mA/13mA,80,95,0,18
9.364,HRV,121,1,14742998,g4/13mA/13mA,80,95,0,18
9.364,HRV,121,2,12553504,g4/13mA/13mA,80,95,0,18
9.364,HRV,121,3,13989032,g4/13mA/13mA,80,95,0,18
9.368,HRV,122,0,15141553,g5/13mA/13mA,80,95,0,18
9.368,HRV,122,1,14743401,g4/13mA/13mA,80,95,0,18
9.368,HRV,122,2,12553606,g4/13mA/13mA,80,95,0,18
9.368,HRV,122,3,13988829,g4/13mA/13mA,80,95,0,18
9.368,HRV,123,0,15140102,g5/13mA/13mA,80,95,0,18
9.368,HRV,123,1,14742231,g4/13mA/13mA,80,95,0,18
9.368,HRV,123,2,12552899,g4/13mA/13mA,80,95,0,18
9.368,HRV,123,3,13988325,g4/13mA/13mA,80,95,0,18
9.368,HRV,124,0,15143216,g5/13mA/13mA,80,95,0,18
9.368,HRV,124,1,14743877,g4/13mA/13mA,80,95,0,18
9.368,HRV,124,2,12554254,g4/13mA/13mA,80,95,0,18
9.368,HRV,124,3,13989723,g4/13mA/13mA,80,95,0,18
9.368,HRV,125,0,15139139,g5/13mA/13mA,80,95,0,18
9.368,HRV,125,1,14741387,g4/13mA/13mA,80,95,0,18
9.368,HRV,125,2,12552130,g4/13mA/13mA,80,95,0,18
9.368,HRV,125,3,13987718,g4/13mA/13mA,80,95,0,18
9.368,HRV,126,0,15142901,g5/13mA/13mA,80,95,0,18
9.368,HRV,126,1,14743741,g4/13mA/13mA,80,95,0,18
9.368,HRV,126,2,12554161,g4/13mA/13mA,80,95,0,18
9.368,HRV,126,3,13989595,g4/13mA/13mA,80,95,0,18
9.394,SPO2,93,0,12976143,g1/60mA/0mA,80,95,0,18
9.394,SPO2,93,1,12230441,g1/25mA/0mA,80,95,0,18
9.394,SPO2,94,0,12975804,g1/60mA/0mA,80,95,0,18
9.394,SPO2,94,1,12229987,g1/25mA/0mA,80,95,0,18
9.394,SPO2,95,0,12975407,g1/60mA/0mA,80,95,0,18
9.394,SPO2,95,1,12230425,g1/25mA/0mA,80,95,0,18
9.394,SPO2,96,0,12976617,g1/60mA/0mA,80,95,0,18
9.394,SPO2,96,1,12230369,g1/25mA/0mA,80,95,0,18
9.394,SPO2,97,0,12974612,g1/60mA/0mA,80,95,0,18
9.394,SPO2,97,1,12229379,g1/25mA/0mA,80,95,0,18
9.394,SPO2,98,0,12975801,g1/60mA/0mA,80,95,0,18
9.394,SPO2,98,1,12230137,g1/25mA/0mA,80,95,0,18
9.394,SPO2,99,0,12977136,g1/60mA/0mA,80,95,0,18
9.394,SPO2,99,1,12230596,g1/25mA/0mA,80,95,0,18
9.456,SPO2,100,0,12976801,g1/60mA/0mA,80,95,0,18
9.456,SPO2,100,1,12230233,g1/25mA/0mA,80,95,0,18
9.456,SPO2,101,0,12974915,g1/60mA/0mA,80,95,0,18
9.456,SPO2,101,1,12229400,g1/25mA/0mA,80,95,0,18
9.457,SPO2,102,0,12976143,g1/60mA/0mA,80,95,0,18
9.457,SPO2,102,1,12230207,g1/25mA/0mA,80,95,0,18
9.457,SPO2,103,0,12976128,g1/60mA/0mA,80,95,0,18
9.457,SPO2,103,1,12230077,g1/25mA/0mA,80,95,0,18
9.457,SPO2,104,0,12975787,g1/60mA/0mA,80,95,0,18
9.457,SPO2,104,1,12229826,g1/25mA/0mA,80,95,0,18
9.457,SPO2,105,0,12975229,g1/60mA/0mA,80,95,0,18
9.457,SPO2,105,1,12229592,g1/25mA/0mA,80,95,0,18
9.457,SPO2,106,0,12975738,g1/60mA/0mA,80,95,0,18
9.457,SPO2,106,1,12229879,g1/25mA/0mA,80,95,0,18
9.457,SPO2,107,0,12975453,g1/60mA/0mA,80,95,0,18
9.457,SPO2,107,1,12229658,g1/25mA/0mA,80,95,0,18
9.485,SPO2,108,0,12976082,g1/60mA/0mA,80,95,0,18
9.485,SPO2,108,1,12229983,g1/25mA/0mA,80,95,0,18
9.485,SPO2,109,0,12974688,g1/60mA/0mA,80,95,0,18
9.485,SPO2,109,1,12229492,g1/25mA/0mA,80,95,0,18
9.485,SPO2,110,0,12975475,g1/60mA/0mA,80,95,0,18
9.485,SPO2,110,1,12229447,g1/25mA/0mA,80,95,0,18
9.485,SPO2,111,0,12975997,g1/60mA/0mA,80,95,0,18
9.485,SPO2,111,1,12230110,g1/25mA/0mA,80,95,0,18
9.485,SPO2,112,0,12975024,g1/60mA/0mA,80,95,0,18
9.485,SPO2,112,1,12229224,g1/25mA/0mA,80,95,0,18
9.485,SPO2,113,0,12975887,g1/60mA/0mA,80,95,0,18
9.485,SPO2,113,1,12230300,g1/25mA/0mA,80,95,0,18
9.515,SPO2,114,0,12976097,g1/60mA/0mA,80,95,0,18
9.515,SPO2,114,1,12230038,g1/25mA/0mA,80,95,0,18
9.515,SPO2,115,0,12976395,g1/60mA/0mA,80,95,0,18
9.515,SPO2,115,1,12230245,g1/25mA/0mA,80,95,0,18
9.515,SPO2,116,0,12976008,g1/60mA/0mA,80,95,0,18
9.515,SPO2,116,1,12230159,g1/25mA/0mA,80,95,0,18
9.515,SPO2,117,0,12975704,g1/60mA/0mA,80,95,0,18
9.515,SPO2,117,1,12229826,g1/25mA/0mA,80,95,0,18
9.515,SPO2,118,0,12974271,g1/60mA/0mA,80,95,0,18
9.515,SPO2,118,1,12229492,g1/25mA/0mA,80,95,0,18
9.515,SPO2,119,0,12976181,g1/60mA/0mA,80,95,0,18
9.515,SPO2,119,1,12229946,g1/25mA/0mA,80,95,0,18
9.578,SPO2,120,0,12976580,g1/60mA/0mA,80,95,0,18
9.578,SPO2,120,1,12230407,g1/25mA/0mA,80,95,0,18
9.578,SPO2,121,0,12976308,g1/60mA/0mA,80,95,0,18
9.578,SPO2,121,1,12230092,g1/25mA/0mA,80,95,0,18
9.578,SPO2,122,0,12976019,g1/60mA/0mA,80,95,0,18
9.578,SPO2,122,1,12230095,g1/25mA/0mA,80,95,0,18
9.578,SPO2,123,0,12975589,g1/60mA/0mA,80,95,0,18
9.578,SPO2,123,1,12229946,g1/25mA/0mA,80,95,0,18
9.578,SPO2,124,0,12976947,g1/60mA/0mA,80,95,0,18
9.578,SPO2,124,1,12230504,g1/25mA/0mA,80,95,0,18
9.578,SPO2,125,0,12974413,g1/60mA/0mA,80,95,0,18
9.578,SPO2,125,1,12229299,g1/25mA/0mA,80,95,0,18
9.578,SPO2,126,0,12976998,g1/60mA/0mA,80,95,0,18
9.578,SPO2,126,1,12230456,g1/25mA/0mA,80,95,0,18
10.085,HR,127,0,15141946,g5/13mA/13mA,80,95,0,18
10.085,HR,127,1,14743119,g4/13mA/13mA,80,95,0,18
10.085,HR,127,2,12553606,g4/13mA/13mA,80,95,0,18
10.085,HR,127,3,13989160,g4/13mA/13mA,80,95,0,18
10.085,HR,128,0,15143012,g5/13mA/13mA,80,95,0,18
10.085,HR,128,1,14743774,g4/13mA/13mA,80,95,0,18
10.085,HR,128,2,12554212,g4/13mA/13mA,80,95,0,18
10.085,HR,128,3,13989808,g4/13mA/13mA,80,95,0,18
10.085,HR,129,0,15140034,g5/13mA/13mA,80,95,0,18
10.085,HR,129,1,14742000,g4/13mA/13mA,80,95,0,18
10.085,HR,129,2,12552439,g4/13mA/13mA,80,95,0,18
10.085,HR,129,3,13988178,g4/13mA/13mA,80,95,0,18
10.085,HR,130,0,15142140,g5/13mA/13mA,80,95,0,18
10.085,HR,130,1,14743221,g4/13mA/13mA,80,95,0,18
10.085,HR,130,2,12553648,g4/13mA/13mA,80,95,0,18
10.085,HR,130,3,13989273,g4/13mA/13mA,80,95,0,18
10.085,HR,131,0,15142689,g5/13mA/13mA,80,95,0,18
10.085,HR,131,1,14743945,g4/13mA/13mA,80,95,0,18
10.085,HR,131,2,12554469,g4/13mA/13mA,80,95,0,18
10.085,HR,131,3,13989784,g4/13mA/13mA,80,95,0,18
10.147,HR,132,0,15140460,g5/13mA/13mA,80,95,0,18
10.147,HR,132,1,14742291,g4/13mA/13mA,80,95,0,18
10.147,HR,132,2,12552967,g4/13mA/13mA,80,95,0,18
10.147,HR,132,3,13988572,g4/13mA/13mA,80,95,0,18
10.147,HR,133,0,15141631,g5/13mA/13mA,80,95,0,18
10.147,HR,133,1,14743066,g4/13mA/13mA,80,95,0,18
10.147,HR,133,2,12553479,g4/13mA/13mA,80,95,0,18
10.147,HR,133,3,13989195,g4/13mA/13mA,80,95,0,18
10.147,HR,134,0,15139240,g5/13mA/13mA,80,95,0,18
10.147,HR,134,1,14741677,g4/13mA/13mA,80,95,0,18
10.147,HR,134,2,12552088,g4/13mA/13mA,80,95,0,18
10.147,HR,134,3,13987897,g4/13mA/13mA,80,95,0,18
10.147,HR,135,0,15140821,g5/13mA/13mA,80,95,0,18
10.147,HR,135,1,14742061,g4/13mA/13mA,80,95,0,18
10.147,HR,135,2,12553121,g4/13mA/13mA,80,95,0,18
10.147,HR,135,3,13988299,g4/13mA/13mA,80,95,0,18
10.147,HR,136,0,15141375,g5/13mA/13mA,80,95,0,18
10.147,HR,136,1,14742606,g4/13mA/13mA,80,95,0,18
10.147,HR,136,2,12553666,g4/13mA/13mA,80,95,0,18
10.147,HR,136,3,13989255,g4/13mA/13mA,80,95,0,18
10.147,HR,137,0,15141996,g5/13mA/13mA,80,95,0,18
10.147,HR,137,1,14742998,g4/13mA/13mA,80,95,0,18
10.147,HR,137,2,12553701,g4/13mA/13mA,80,95,0,18
10.147,HR,137,3,13989108,g4/13mA/13mA,80,95,0,18
10.174,HR,138,0,15141451,g5/13mA/13mA,80,95,0,18
10.174,HR,138,1,14742845,g4/13mA/13mA,80,95,0,18
10.174,HR,138,2,12553479,g4/13mA/13mA,80,95,0,18
10.174,HR,138,3,13988700,g4/13mA/13mA,80,95,0,18
10.174,HR,139,0,15141861,g5/13mA/13mA,80,96,0,18
10.174,HR,139,1,14742957,g4/13mA/13mA,80,96,0,18
10.174,HR,139,2,12553504,g4/13mA/13mA,80,96,0,18
10.174,HR,139,3,13989108,g4/13mA/13mA,80,96,0,18
10.174,HR,140,0,15141868,g5/13mA/13mA,80,96,0,18
10.174,HR,140,1,14742905,g4/13mA/13mA,80,96,0,18
10.174,HR,140,2,12553411,g4/13mA/13mA,80,96,0,18
10.174,HR,140,3,13989075,g4/13mA/13mA,80,96,0,18
10.174,HR,141,0,15142355,g5/13mA/13mA,80,96,0,18
10.174,HR,141,1,14743459,g4/13mA/13mA,80,96,0,18
10.174,HR,141,2,12554017,g4/13mA/13mA,80,96,0,18
10.174,HR,141,3,13989382,g4/13mA/13mA,80,96,0,18
10.174,HR,142,0,15140862,g5/13mA/13mA,80,96,0,18
10.174,HR,142,1,14742562,g4/13mA/13mA,80,96,0,18
10.174,HR,142,2,12552796,g4/13mA/13mA,80,96,0,18
10.174,HR,142,3,13988691,g4/13mA/13mA,80,96,0,18
10.267,HR,143,0,15141484,g5/13mA/13mA,80,96,0,18
10.267,HR,143,1,14742836,g4/13mA/13mA,80,96,0,18
10.267,HR,143,2,12553027,g4/13mA/13mA,80,96,0,18
10.267,HR,143,3,13988588,g4/13mA/13mA,80,96,0,18
10.267,HR,144,0,15141511,g5/13mA/13mA,80,96,0,18
10.267,HR,144,1,14743204,g4/13mA/13mA,80,96,0,18
10.267,HR,144,2,12553640,g4/13mA/13mA,80,96,0,18
10.267,HR,144,3,13989280,g4/13mA/13mA,80,96,0,18
10.267,HR,145,0,15141025,g5/13mA/13mA,80,96,0,18
10.267,HR,145,1,14742496,g4/13mA/13mA,80,96,0,18
10.267,HR,145,2,12553087,g4/13mA/13mA,80,96,0,18
10.267,HR,145,3,13988803,g4/13mA/13mA,80,96,0,18
10.267,HR,146,0,15141365,g5/13mA/13mA,80,96,0,18
10.267,HR,146,1,14742606,g4/13mA/13mA,80,96,0,18
10.267,HR,146,2,12553233,g4/13mA/13mA,80,96,0,18
10.267,HR,146,3,13988920,g4/13mA/13mA,80,96,0,18
10.267,HR,147,0,15142500,g5/13mA/13mA,80,96,0,18
10.267,HR,147,1,14743341,g4/13mA/13mA,80,96,0,18
10.267,HR,147,2,12553871,g4/13mA/13mA,80,96,0,18
10.267,HR,147,3,13989126,g4/13mA/13mA,80,96,0,18
10.267,HR,148,0,15143702,g5/13mA/13mA,80,96,0,18
10.267,HR,148,1,14744083,g4/13mA/13mA,80,96,0,18
10.267,HR,148,2,12554597,g4/13mA/13mA,80,96,0,18
10.267,HR,148,3,13990039,g4/13mA/13mA,80,96,0,18
10.297,HR,149,0,15139650,g5/13mA/13mA,80,96,0,18
10.297,HR,149,1,14741659,g4/13mA/13mA,80,96,0,18
10.297,HR,149,2,12552499,g4/13mA/13mA,80,96,0,18
10.297,HR,149,3,13987795,g4/13mA/13mA,80,96,0,18
10.297,HR,150,0,15141894,g5/13mA/13mA,80,96,0,18
10.297,HR,150,1,14742810,g4/13mA/13mA,80,96,0,18
10.297,HR,150,2,12553685,g4/13mA/13mA,80,96,0,18
10.297,HR,150,3,13989075,g4/13mA/13mA,80,96,0,18
10.297,HR,151,0,15141714,g5/13mA/13mA,80,96,0,18
10.297,HR,151,1,14742972,g4/13mA/13mA,80,96,0,18
10.297,HR,151,2,12553324,g4/13mA/13mA,80,96,0,18
10.297,HR,151,3,13989212,g4/13mA/13mA,80,96,0,18
10.297,HR,152,0,15141578,g5/13mA/13mA,80,96,0,18
10.297,HR,152,1,14742768,g4/13mA/13mA,80,96,0,18
10.297,HR,152,2,12553735,g4/13mA/13mA,80,96,0,18
10.297,HR,152,3,13988964,g4/13mA/13mA,80,96,0,18
10.297,HR,153,0,15140878,g5/13mA/13mA,80,96,0,18
10.297,HR,153,1,14742573,g4/13mA/13mA,80,96,0,18
10.297,HR,153,2,12553233,g4/13mA/13mA,80,96,0,18
10.297,HR,153,3,13988863,g4/13mA/13mA,80,96,0,18
10.297,HR,154,0,15141186,g5/13mA/13mA,80,96,0,18
10.297,HR,154,1,14742478,g4/13mA/13mA,80,96,0,18
10.297,HR,154,2,12553214,g4/13mA/13mA,80,96,0,18
10.297,HR,154,3,13988810,g4/13mA/13mA,80,96,0,18
10.322,HR,155,0,15141818,g5/13mA/13mA,80,96,0,18
10.322,HR,155,1,14742624,g4/13mA/13mA,80,96,0,18
10.322,HR,155,2,12553437,g4/13mA/13mA,80,96,0,18
10.322,HR,155,3,13988803,g4/13mA/13mA,80,96,0,18
10.322,HR,156,0,15141604,g5/13mA/13mA,80,96,0,18
10.322,HR,156,1,14742785,g4/13mA/13mA,80,96,0,18
10.322,HR,156,2,12553556,g4/13mA/13mA,80,96,0,18
10.322,HR,156,3,13989168,g4/13mA/13mA,80,96,0,18
10.322,HR,157,0,15140811,g5/13mA/13mA,80,96,0,18
10.322,HR,157,1,14742436,g4/13mA/13mA,80,96,0,18
10.322,HR,157,2,12552932,g4/13mA/13mA,80,96,0,18
10.322,HR,157,3,13988750,g4/13mA/13mA,80,96,0,18
10.322,HR,158,0,15140828,g5/13mA/13mA,80,96,0,18
10.322,HR,158,1,14742291,g4/13mA/13mA,80,96,0,18
10.322,HR,158,2,12553087,g4/13mA/13mA,80,96,0,18
10.322,HR,158,3,13988700,g4/13mA/13mA,80,96,0,18
10.322,HR,159,0,15142038,g5/13mA/13mA,80,96,0,18
10.322,HR,159,1,14743017,g4/13mA/13mA,80,96,0,18
10.322,HR,159,2,12553719,g4/13mA/13mA,80,96,0,18
10.322,HR,159,3,13989391,g4/13mA/13mA,80,96,0,18
10.322,HR,160,0,15141886,g5/13mA/13mA,80,96,0,18
10.322,HR,160,1,14742896,g4/13mA/13mA,80,96,0,18
10.322,HR,160,2,12553615,g4/13mA/13mA,80,96,0,18
10.322,HR,160,3,13988938,g4/13mA/13mA,80,96,0,18
10.325,HRV,127,0,15141946,g5/13mA/13mA,80,96,0,18
10.325,HRV,127,1,14743119,g4/13mA/13mA,80,96,0,18
10.325,HRV,127,2,12553606,g4/13mA/13mA,80,96,0,18
