t,func,frame_id,raw0,raw1,raw2,raw3,gsx,gsy,gsz,agc,res0,res1,res2,res3,res4,res5
13.641,HR,143,12297644,13907125,11279294,12547200,-93,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.641,HR,144,12303164,13902713,11288849,12543557,-90,219,-454,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.641,HR,145,12279198,13913222,11281615,12537877,-86,227,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,57,98,0,1,0,0
13.641,HR,146,12259143,13916227,11274433,12538235,-83,241,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.677,HR,147,12264211,13917839,11269091,12545050,-88,233,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.677,HR,148,12269695,13917439,11264221,12549452,-93,233,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.677,HR,149,12271256,13915725,11262701,12551278,-99,234,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.677,HR,150,12272680,13912227,11262504,12551490,-108,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.677,HR,151,12270958,13913368,11262727,12551038,-102,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.677,HR,152,12273833,13916440,11266959,12552463,-93,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.701,HR,153,12275010,13921405,11271489,12553821,-96,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.701,HR,154,12270055,13928811,11274772,12554683,-97,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.701,HR,155,12266599,13936206,11276487,12557616,-97,224,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.701,HR,156,12267837,13941504,11279925,12558470,-95,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.701,HR,157,12268500,13945616,11285018,12559383,-97,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.701,HR,158,12270386,13950854,11288507,12563887,-97,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.735,HR,159,12274822,13955155,11292142,12568272,-94,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.735,HR,160,12278671,13958867,11295453,12571922,-94,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.735,HR,161,12281093,13962004,11299264,12574193,-95,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.735,HR,162,12286936,13964865,11303149,12577239,-95,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.736,HR,163,12291433,13967516,11306484,12582161,-91,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.736,HR,164,12280896,13957142,11299760,12575635,-93,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.821,HR,165,12258604,13933119,11282785,12560671,-104,219,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.821,HR,166,12236519,13908360,11267249,12543676,-102,222,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.821,HR,167,12222373,13889891,11262914,12520950,-98,224,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.821,HR,168,12222194,13875600,11264927,12507154,-94,226,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.821,HR,169,12221493,13866882,11264723,12498513,-96,219,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.852,HR,170,12215836,13861950,11262350,12494435,-96,219,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,56,98,0,1,0,0
13.859,HRV,137,12302797,13994406,11310477,12579072,-106,218,-455,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.859,HRV,138,12300527,13971841,11294266,12573424,-89,235,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.859,HRV,139,12297303,13949798,11281290,12568853,-82,240,-445,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.859,HRV,140,12297652,13933340,11276018,12561661,-84,232,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.859,HRV,141,12297182,13923275,11272912,12557684,-88,230,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.916,HRV,142,12297132,13912592,11274141,12552266,-91,229,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,143,12297644,13907125,11279294,12547200,-93,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,144,12303164,13902713,11288849,12543557,-90,219,-454,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,145,12279198,13913222,11281615,12537877,-86,227,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,778,0,0,0,30,1
13.917,HRV,146,12259143,13916227,11274433,12538235,-83,241,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,147,12264211,13917839,11269091,12545050,-88,233,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,148,12269695,13917439,11264221,12549452,-93,233,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,149,12271256,13915725,11262701,12551278,-99,234,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,150,12272680,13912227,11262504,12551490,-108,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,151,12270958,13913368,11262727,12551038,-102,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.917,HRV,152,12273833,13916440,11266959,12552463,-93,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.976,HRV,153,12275010,13921405,11271489,12553821,-96,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.976,HRV,154,12270055,13928811,11274772,12554683,-97,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.976,HRV,155,12266599,13936206,11276487,12557616,-97,224,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.976,HRV,156,12267837,13941504,11279925,12558470,-95,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.976,HRV,157,12268500,13945616,11285018,12559383,-97,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
13.976,HRV,158,12270386,13950854,11288507,12563887,-97,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.033,HRV,159,12274822,13955155,11292142,12568272,-94,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.033,HRV,160,12278671,13958867,11295453,12571922,-94,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.033,HRV,161,12281093,13962004,11299264,12574193,-95,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.033,HRV,162,12286936,13964865,11303149,12577239,-95,225,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.033,HRV,163,12291433,13967516,11306484,12582161,-91,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.033,HRV,164,12280896,13957142,11299760,12575635,-93,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.457,HRV,165,12258604,13933119,11282785,12560671,-104,219,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.457,HRV,166,12236519,13908360,11267249,12543676,-102,222,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.457,HRV,167,12222373,13889891,11262914,12520950,-98,224,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.457,HRV,168,12222194,13875600,11264927,12507154,-94,226,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.457,HRV,169,12221493,13866882,11264723,12498513,-96,219,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.458,HRV,170,12215836,13861950,11262350,12494435,-96,219,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,835,801,0,0,30,2
14.757,HR,171,12211768,13859981,11259697,12494511,-90,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.757,HR,172,12205507,13857668,11255994,12494000,-87,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.757,HR,173,12198169,13851994,11251618,12489777,-85,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.757,HR,174,12187778,13848992,11245885,12486671,-85,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.757,HR,175,12182916,13851482,11241364,12490153,-87,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.814,HR,176,12181934,13850774,11239136,12493855,-89,232,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.814,HR,177,12187062,13846049,11240204,12497797,-92,235,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.814,HR,178,12198596,13842689,11242020,12503137,-95,238,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.814,HR,179,12211162,13841689,11246407,12507972,-99,232,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.814,HR,180,12220248,13838577,11250918,12514637,-103,224,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.814,HR,181,12228721,13835366,11255414,12517724,-104,216,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.842,HR,182,12232694,13832305,11257352,12521000,-97,209,-456,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.842,HR,183,12233139,13829582,11257274,12525018,-90,202,-459,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.842,HR,184,12235571,13828482,11257624,12529036,-83,223,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.842,HR,185,12236424,13831683,11257787,12532237,-76,249,-440,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.842,HR,186,12236986,13833055,11256823,12534642,-75,258,-436,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.842,HR,187,12238334,13834446,11256985,12536135,-80,243,-442,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.879,HR,188,12242438,13834959,11257831,12539350,-84,229,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.879,HR,189,12247079,13837253,11259213,12542832,-92,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.879,HR,190,12250441,13841451,11260882,12544777,-100,224,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.879,HR,191,12253042,13846832,11261977,12546901,-98,223,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.879,HR,192,12253069,13850383,11261600,12549793,-89,225,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.879,HR,193,12230442,13833260,11245537,12537399,-82,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.931,HR,194,12194475,13807726,11218790,12519355,-82,232,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.931,HR,195,12170502,13787652,11199041,12507351,-82,236,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,55,98,0,1,0,0
14.931,HR,196,12160170,13771963,11187344,12497377,-84,235,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.931,HR,197,12152409,13769047,11179369,12494502,-89,232,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.931,HR,198,12147502,13761666,11174429,12489939,-89,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.994,HR,199,12149371,13752486,11173310,12482618,-82,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.994,HR,200,12148722,13746797,11172414,12478269,-75,235,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.994,HR,201,12144132,13738512,11168508,12475656,-83,234,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.994,HR,202,12139877,13725493,11165384,12468406,-95,232,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.994,HR,203,12132522,13714677,11160803,12462272,-101,229,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.994,HR,204,12126167,13705154,11156750,12459029,-100,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.997,HRV,171,12211768,13859981,11259697,12494511,-90,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.997,HRV,172,12205507,13857668,11255994,12494000,-87,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.997,HRV,173,12198169,13851994,11251618,12489777,-85,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.997,HRV,174,12187778,13848992,11245885,12486671,-85,230,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
14.997,HRV,175,12182916,13851482,11241364,12490153,-87,231,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.053,HRV,176,12181934,13850774,11239136,12493855,-89,232,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.053,HRV,177,12187062,13846049,11240204,12497797,-92,235,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.053,HRV,178,12198596,13842689,11242020,12503137,-95,238,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.053,HRV,179,12211162,13841689,11246407,12507972,-99,232,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.053,HRV,180,12220248,13838577,11250918,12514637,-103,224,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.053,HRV,181,12228721,13835366,11255414,12517724,-104,216,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.056,HRV,182,12232694,13832305,11257352,12521000,-97,209,-456,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.056,HRV,183,12233139,13829582,11257274,12525018,-90,202,-459,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.056,HRV,184,12235571,13828482,11257624,12529036,-83,223,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.056,HRV,185,12236424,13831683,11257787,12532237,-76,249,-440,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.056,HRV,186,12236986,13833055,11256823,12534642,-75,258,-436,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.056,HRV,187,12238334,13834446,11256985,12536135,-80,243,-442,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.142,HRV,188,12242438,13834959,11257831,12539350,-84,229,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.142,HRV,189,12247079,13837253,11259213,12542832,-92,226,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.142,HRV,190,12250441,13841451,11260882,12544777,-100,224,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.142,HRV,191,12253042,13846832,11261977,12546901,-98,223,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.142,HRV,192,12253069,13850383,11261600,12549793,-89,225,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.142,HRV,193,12230442,13833260,11245537,12537399,-82,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.178,HRV,194,12194475,13807726,11218790,12519355,-82,232,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.178,HRV,195,12170502,13787652,11199041,12507351,-82,236,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,824,805,0,0,30,2
15.178,HRV,196,12160170,13771963,11187344,12497377,-84,235,-447,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.178,HRV,197,12152409,13769047,11179369,12494502,-89,232,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.202,HRV,198,12147502,13761666,11174429,12489939,-89,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.202,HRV,199,12149371,13752486,11173310,12482618,-82,233,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.202,HRV,200,12148722,13746797,11172414,12478269,-75,235,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.202,HRV,201,12144132,13738512,11168508,12475656,-83,234,-448,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.202,HRV,202,12139877,13725493,11165384,12468406,-95,232,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.202,HRV,203,12132522,13714677,11160803,12462272,-101,229,-446,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
15.236,HRV,204,12126167,13705154,11156750,12459029,-100,226,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.259,HR,205,12125193,13697299,11156238,12455575,-86,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.259,HR,206,12125424,13693783,11157476,12454269,-85,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.259,HR,207,12126770,13694132,11158738,12454508,-85,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.259,HR,208,12128930,13693680,11161204,12456267,-85,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.259,HR,209,12134639,13693500,11165369,12455515,-87,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,210,12139833,13692111,11170034,12453246,-87,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,211,12148200,13689903,11176665,12449422,-88,226,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,212,12154122,13687350,11181809,12444918,-101,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,213,12157911,13684782,11185390,12442274,-88,227,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,214,12164326,13682642,11190177,12438894,-63,231,-453,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,215,12171305,13681661,11194375,12436209,-80,230,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,216,12177627,13681182,11198750,12433982,-84,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,217,12184333,13681251,11202786,12432104,-82,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,218,12190466,13682316,11206377,12431825,-84,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,219,12195841,13683393,11209934,12433155,-90,228,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.377,HR,220,12191088,13699448,11204433,12438247,-95,227,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,55,98,0,1,0,0
16.436,HR,221,12185613,13711947,11200968,12443348,-88,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.436,HR,222,12162986,13695815,11186636,12433922,-87,231,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.436,HR,223,12130584,13658259,11163320,12411050,-87,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.436,HR,224,12105511,13623092,11144159,12389730,-87,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.436,HR,225,12091852,13599504,11132292,12377131,-87,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.436,HR,226,12084336,13586586,11125978,12371396,-87,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.437,HR,227,12078459,13577434,11120758,12368223,-86,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.437,HR,228,12073332,13569969,11116279,12366764,-86,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.437,HR,229,12069493,13565422,11113259,12366856,-87,230,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.437,HR,230,12063724,13559450,11108514,12366942,-90,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.437,HR,231,12055245,13552113,11101589,12365552,-88,229,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.495,HR,232,12047396,13544954,11094985,12363932,-87,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.495,HR,233,12042082,13541968,11089994,12364025,-87,226,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.495,HR,234,12039420,13541331,11087375,12365910,-86,231,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.495,HR,235,12038619,13543444,11086488,12369570,-85,233,-449,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.495,HR,236,12039420,13548922,11086377,12374714,-86,231,-450,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.495,HR,237,12040768,13554450,11087230,12380294,-88,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.521,HR,238,12043600,13561530,11088715,12386055,-91,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.611,HRV,205,12125193,13697299,11156238,12455575,-86,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.611,HRV,206,12125424,13693783,11157476,12454269,-85,229,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.611,HRV,207,12126770,13694132,11158738,12454508,-85,228,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.611,HRV,208,12128930,13693680,11161204,12456267,-85,227,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.611,HRV,209,12134639,13693500,11165369,12455515,-87,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.679,HRV,210,12139833,13692111,11170034,12453246,-87,226,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.679,HRV,211,12148200,13689903,11176665,12449422,-88,226,-452,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
16.679,HRV,212,12154122,13687350,11181809,12444918,-101,224,-451,g5/117mA/117mA g5/117mA/117mA g4/117mA/117mA g4/117mA/117mA,,,,,,
