time,elapsed_s,hr_bpm,hr_conf,spo2_pct,spo2_conf,spo2_level,spo2_r,spo2_flags,hrv_rmssd_ms,hrv_conf,hrv_rri_in_window,resp_rpm,resp_windows,wear,motion,motion_mg,acc_g,ppg_green_raw,agc,rhr,lost_frames
2026-09-20 11:09:40,506.4,43,96,95,0,2,0.8916,56,83.0,10,5,,0,未佩戴,still,1.3,0.016 -0.969 -0.229,8666659 8480063 8639410 8528665,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,181
2026-09-20 11:09:41,507.4,43,96,95,0,2,0.8916,56,83.0,10,4,,0,未佩戴,still,2.4,0.014 -0.973 -0.230,8670651 8481606 8648350 8534594,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,181
2026-09-20 11:09:42,508.4,44,96,96,0,2,0.8994,56,83.0,10,4,,0,未佩戴,still,8.9,0.016 -0.971 -0.230,8665634 8477922 8642823 8529715,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,181
2026-09-20 11:09:43,509.4,44,96,96,0,2,0.8962,60,83.0,10,4,,0,未佩戴,still,3.6,0.016 -0.971 -0.230,8670183 8482383 8645858 8536386,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,181
2026-09-20 11:09:44,510.4,44,96,96,0,2,0.8940,60,83.0,10,4,,0,未佩戴,still,3.6,0.016 -0.971 -0.230,8670183 8482383 8645858 8536386,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,181
2026-09-20 11:09:45,511.5,44,97,96,0,2,0.8940,60,83.0,10,0,,0,未佩戴,still,1.4,0.016 -0.969 -0.230,8659056 8473469 8632671 8521279,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,181
2026-09-20 11:09:46,512.5,45,97,96,0,2,0.8964,60,83.0,10,0,,0,未佩戴,still,1.1,0.016 -0.971 -0.229,8666369 8479918 8643215 8533186,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,186
2026-09-20 11:09:47,513.5,45,97,96,15,2,0.8824,44,83.0,10,0,,0,未佩戴,still,1.2,0.018 -0.969 -0.230,8664192 8476736 8636474 8524638,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:48,514.5,45,97,96,15,2,0.8896,44,83.0,10,0,,0,未佩戴,still,2.6,0.014 -0.969 -0.229,8669884 8480770 8645961 8535337,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:49,515.6,44,98,96,0,2,0.9082,60,83.0,10,0,,0,未佩戴,still,2.6,0.014 -0.971 -0.230,8663621 8477648 8640221 8529074,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:50,516.6,45,98,96,0,2,0.9043,56,83.0,10,0,,0,未佩戴,still,2.1,0.016 -0.971 -0.230,8666700 8480985 8639121 8526491,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:51,517.6,45,98,95,0,2,0.9085,56,83.0,10,0,,0,未佩戴,still,1.3,0.020 -0.973 -0.234,8669969 8480559 8646892 8535977,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:53,518.7,45,98,95,0,2,0.9085,56,83.0,10,0,,0,未佩戴,still,18.1,0.021 -0.967 -0.238,8663067 8477180 8635912 8525663,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:54,519.7,45,97,95,0,2,0.9143,56,83.0,10,0,,0,未佩戴,still,18.1,0.018 -0.969 -0.234,8668218 8480352 8641047 8531028,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:55,520.7,45,97,95,1,2,0.9080,56,83.0,10,0,,0,未佩戴,still,4.4,0.020 -0.969 -0.238,8669396 8481573 8646012 8534083,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:56,521.8,45,97,96,2,2,0.8900,56,83.0,10,0,,0,未佩戴,still,1.4,0.018 -0.967 -0.234,8671351 8483535 8646712 8536157,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:57,522.8,45,98,96,2,2,0.8900,56,83.0,10,0,,0,未佩戴,still,5.5,0.020 -0.969 -0.238,8664542 8478339 8639761 8527248,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:58,523.8,44,98,96,0,2,0.8987,56,83.0,10,0,,0,未佩戴,still,5.5,0.018 -0.969 -0.234,8661556 8474075 8639001 8528120,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,191
2026-09-20 11:09:59,524.8,44,98,96,0,2,0.8990,60,83.0,10,0,,0,未佩戴,still,0.8,0.020 -0.969 -0.238,8665763 8480130 8637439 8528606,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,196
