time,elapsed_s,hr_bpm,hr_conf,spo2_pct,spo2_conf,spo2_level,spo2_r,spo2_flags,hrv_rmssd_ms,hrv_conf,hrv_rri_in_window,resp_rpm,resp_windows,wear,motion,motion_mg,acc_g,ppg_green_raw,agc,rhr,lost_frames
2026-09-20 11:07:54,400.0,55,94,95,0,2,0.8923,56,62.1,10,89,,0,未佩戴,still,0.9,0.020 -0.973 -0.225,8670037 8481351 8648743 8531456,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:07:55,401.0,54,94,95,0,2,0.8874,56,62.4,10,88,,0,未佩戴,still,1.1,0.020 -0.971 -0.227,8667092 8478529 8641977 8526235,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:07:56,402.1,51,93,95,0,2,0.8874,56,62.8,10,87,,0,未佩戴,still,0.9,0.018 -0.971 -0.225,8662700 8476796 8638599 8523656,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:07:57,403.1,51,93,95,0,2,0.8584,56,62.8,10,87,,0,未佩戴,still,1.0,0.020 -0.969 -0.225,8668032 8481369 8646226 8530098,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:07:58,404.2,51,93,95,32,2,0.8663,44,61.8,10,85,,0,未佩戴,still,1.0,0.020 -0.973 -0.225,8668289 8482835 8644009 8527360,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:07:59,405.2,51,93,95,32,2,0.8663,44,62.2,10,84,,0,未佩戴,still,1.6,0.020 -0.971 -0.225,8665950 8480676 8643454 8528709,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:00,406.2,51,93,95,0,2,0.8694,44,62.4,10,83,,0,未佩戴,still,1.1,0.018 -0.971 -0.225,8667521 8479193 8644144 8528077,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:01,407.2,51,93,95,0,2,0.8742,44,62.4,10,83,,0,未佩戴,still,1.5,0.020 -0.971 -0.225,8665284 8478978 8639701 8524638,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:02,408.2,51,93,96,0,2,0.8923,60,62.4,10,83,,0,未佩戴,still,1.5,0.020 -0.971 -0.225,8665284 8478978 8639701 8524638,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:03,409.2,49,94,96,0,2,0.8923,60,62.5,10,81,,0,未佩戴,still,1.1,0.020 -0.971 -0.225,8666931 8479354 8647089 8531421,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:04,410.3,49,94,95,0,2,0.8530,60,62.5,10,81,,0,未佩戴,still,1.0,0.020 -0.973 -0.225,8667570 8479866 8644963 8532753,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:05,411.3,49,94,95,1,2,0.8485,60,62.9,10,80,,0,未佩戴,still,1.2,0.020 -0.973 -0.225,8666904 8480574 8645605 8530226,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:06,412.3,49,94,95,2,2,0.8765,60,63.2,10,79,,0,未佩戴,still,1.2,0.020 -0.973 -0.225,8666904 8480574 8645605 8530226,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:07,413.3,48,94,95,2,2,0.8765,60,63.5,10,77,,0,未佩戴,still,1.3,0.020 -0.971 -0.225,8668424 8481906 8645109 8530260,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:08,414.4,48,94,95,20,2,0.8521,60,63.6,10,76,,0,未佩戴,still,0.9,0.020 -0.971 -0.225,8669901 8482495 8645476 8529664,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:09,415.4,48,94,95,2,2,0.8620,56,63.6,10,76,,0,未佩戴,still,1.2,0.020 -0.971 -0.225,8664143 8476454 8641781 8528034,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:10,416.4,48,94,95,6,2,0.8581,56,63.6,10,76,,0,未佩戴,still,1.2,0.020 -0.971 -0.225,8664143 8476454 8641781 8528034,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:11,417.4,48,94,95,0,2,0.8564,60,63.8,10,73,,0,未佩戴,still,1.0,0.020 -0.971 -0.225,8669679 8482374 8649153 8534236,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:12,418.5,48,94,95,0,2,0.8617,60,63.8,10,73,,0,未佩戴,still,1.2,0.020 -0.971 -0.225,8670873 8481564 8648478 8532138,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:13,419.5,48,94,95,4,2,0.8768,60,64.7,30,71,,0,未佩戴,still,2.6,0.018 -0.971 -0.225,8667665 8481240 8643523 8528750,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:14,420.5,48,94,97,4,2,0.8366,60,64.7,30,71,,0,未佩戴,still,2.6,0.018 -0.971 -0.225,8667665 8481240 8643523 8528750,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:15,421.5,47,96,97,4,2,0.8366,60,65.6,10,69,,0,未佩戴,still,1.3,0.014 -0.979 -0.225,8664338 8476590 8639965 8526081,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:16,422.5,47,95,97,0,2,0.8254,60,65.9,10,67,,0,未佩戴,still,6.7,0.018 -0.973 -0.227,8666805 8477374 8642898 8529032,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:17,423.5,47,95,97,0,2,0.8190,60,65.9,10,67,,0,未佩戴,still,6.7,0.018 -0.973 -0.227,8666805 8477374 8642898 8529032,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:18,424.5,45,96,97,0,2,0.8163,60,65.9,10,67,,0,未佩戴,still,1.1,0.020 -0.971 -0.225,8668177 8479057 8647882 8533657,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:19,425.6,46,96,97,0,2,0.8213,60,65.7,10,66,,0,未佩戴,still,1.4,0.020 -0.971 -0.225,8674389 8487613 8651804 8538145,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:20,426.6,45,96,95,0,2,0.8487,60,65.8,10,65,,0,未佩戴,still,2.2,0.018 -0.971 -0.225,8664192 8477785 8639367 8524435,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:22,427.7,45,96,95,0,2,0.8487,60,65.8,10,65,,0,未佩戴,still,4.3,0.018 -0.973 -0.227,8669909 8481931 8648888 8533503,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:23,428.7,45,95,95,0,2,0.8442,60,65.2,10,63,,0,未佩戴,still,4.3,0.018 -0.971 -0.225,8665617 8479542 8642762 8529108,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:24,429.7,45,95,97,0,2,0.8226,60,65.4,10,62,,0,未佩戴,still,2.8,0.018 -0.971 -0.225,8666650 8478570 8644675 8529255,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:25,430.7,45,95,95,0,2,0.8477,60,65.4,10,62,,0,未佩戴,still,1.0,0.020 -0.971 -0.225,8661462 8474961 8636697 8522823,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:26,431.8,45,95,95,0,2,0.8477,60,65.4,10,62,,0,未佩戴,still,1.4,0.018 -0.971 -0.227,8663262 8474372 8641414 8525842,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:27,432.8,46,94,95,0,2,0.8225,60,66.0,10,60,,0,未佩戴,still,1.4,0.018 -0.971 -0.225,8670812 8485275 8648385 8534603,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:28,433.8,45,94,97,0,2,0.8130,60,66.0,10,59,,0,未佩戴,still,12.4,0.018 -0.973 -0.227,8670037 8483033 8647830 8532487,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:29,434.8,46,94,97,0,2,0.8401,60,66.3,10,57,,0,未佩戴,still,1.2,0.018 -0.971 -0.225,8668756 8480789 8645203 8530569,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:30,435.8,45,95,97,0,2,0.8401,60,66.3,10,57,,0,未佩戴,still,1.3,0.018 -0.971 -0.227,8672435 8483996 8652146 8537964,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:31,436.8,46,95,95,0,2,0.8285,56,66.3,10,57,,0,未佩戴,still,1.3,0.018 -0.971 -0.225,8667375 8477648 8643580 8528000,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:32,437.8,45,97,97,0,2,0.8142,60,66.3,10,57,,0,未佩戴,still,2.9,0.018 -0.971 -0.225,8661249 8474048 8636066 8523351,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,53,175
2026-09-20 11:08:33,438.8,45,96,97,0,2,0.8142,60,66.3,10,57,,0,未佩戴,still,1.2,0.018 -0.971 -0.225,8663714 8475183 8641347 8528452,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,52,175
2026-09-20 11:08:34,439.9,45,96,95,0,2,0.8433,56,66.3,10,57,,0,未佩戴,still,1.1,0.018 -0.971 -0.227,8665898 8478476 8642907 8529382,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,52,175
2026-09-20 11:08:35,440.9,45,96,95,0,2,0.8430,56,66.3,10,57,,0,未佩戴,still,1.0,0.018 -0.973 -0.227,8665404 8478699 8645937 8531164,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,52,175
2026-09-20 11:08:36,441.9,44,97,97,0,2,0.8217,56,66.3,10,57,,0,未佩戴,still,1.0,0.020 -0.971 -0.225,8664185 8475363 8643086 8527891,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,51,175
2026-09-20 11:08:37,442.9,44,96,97,0,2,0.8217,56,66.3,10,57,,0,未佩戴,still,1.6,0.018 -0.973 -0.227,8665123 8477077 8640860 8527606,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,51,175
2026-09-20 11:08:38,444.0,44,97,94,0,2,0.7922,56,66.3,10,57,,0,未佩戴,still,1.8,0.018 -0.971 -0.229,8661352 8473758 8637004 8524537,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,50,175
2026-09-20 11:08:39,445.0,44,97,97,0,2,0.8245,56,66.3,10,57,,0,未佩戴,still,1.5,0.018 -0.967 -0.227,8665389 8477905 8639572 8526149,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,50,175
2026-09-20 11:08:40,446.0,44,97,95,0,2,0.8019,56,66.3,10,57,,0,未佩戴,still,1.5,0.014 -0.973 -0.225,8666002 8477069 8643351 8529270,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,50,175
2026-09-20 11:08:41,447.0,44,96,95,0,2,0.8019,56,66.3,10,57,,0,未佩戴,still,8.5,0.018 -0.971 -0.225,8664226 8477487 8640630 8525978,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,50,175
2026-09-20 11:08:42,448.1,45,95,97,1,2,0.8310,56,66.3,10,57,,0,未佩戴,still,10.3,0.020 -0.975 -0.227,8668996 8481838 8645833 8532352,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,49,175
2026-09-20 11:08:43,449.1,45,95,97,0,2,0.8284,56,66.3,10,57,,0,未佩戴,still,1.5,0.018 -0.969 -0.225,8673176 8484227 8650782 8535611,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,49,175
2026-09-20 11:08:44,450.1,45,95,97,0,2,0.8129,60,66.3,10,57,,0,未佩戴,still,1.5,0.018 -0.969 -0.225,8665685 8477171 8640894 8527029,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,49,175
2026-09-20 11:08:45,451.1,45,95,97,0,2,0.8129,60,66.3,10,57,,0,未佩戴,still,13.8,0.016 -0.975 -0.229,8662392 8474918 8639137 8525621,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,48,175
2026-09-20 11:08:46,452.2,45,94,97,0,2,0.8293,60,66.3,10,57,,0,未佩戴,still,19.0,0.014 -0.936 -0.225,8664406 8476172 8641474 8528427,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,48,175
2026-09-20 11:08:47,453.2,45,94,95,0,2,0.8511,60,66.3,10,57,,0,未佩戴,still,6.1,0.018 -0.969 -0.229,8668544 8479440 8645895 8533325,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,48,175
2026-09-20 11:08:48,454.2,45,94,95,0,2,0.8445,60,66.3,10,57,,0,未佩戴,still,6.1,0.018 -0.971 -0.227,8665917 8479200 8643640 8528554,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,48,175
2026-09-20 11:08:49,455.3,45,94,95,0,2,0.8445,60,66.3,10,57,,0,未佩戴,still,1.7,0.018 -0.971 -0.227,8666674 8479287 8645262 8532094,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:50,456.3,46,94,95,0,2,0.8849,44,66.3,0,57,,0,未佩戴,still,1.2,0.016 -0.973 -0.229,8665430 8478740 8644939 8531668,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:51,457.3,46,94,95,0,2,0.8439,60,66.3,0,57,,0,未佩戴,still,1.2,0.016 -0.973 -0.229,8665430 8478740 8644939 8531668,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:52,458.3,47,95,95,0,2,0.8439,60,67.4,0,54,,0,未佩戴,still,1.4,0.018 -0.971 -0.227,8664305 8477000 8641219 8529100,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:53,459.4,48,95,95,0,2,0.8618,56,68.0,20,53,,0,未佩戴,still,2.1,0.016 -0.971 -0.229,8670676 8482596 8646448 8533195,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:54,460.4,49,96,95,0,2,0.8618,56,68.0,20,53,,0,未佩戴,still,0.4,-0.039 -0.707 -0.449,8671256 8483348 8643813 8529997,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:55,461.4,49,96,95,0,2,0.8569,56,68.0,20,53,,0,未佩戴,still,0.4,-0.039 -0.707 -0.449,8671256 8483348 8643813 8529997,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:56,462.4,50,96,95,0,2,0.8216,60,69.6,10,50,,0,未佩戴,light,26.5,-0.039 -0.709 -0.451,8667505 8479107 8642157 8530885,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:57,463.4,50,96,95,0,2,0.8115,61,70.2,10,49,,0,未佩戴,light,26.0,0.018 -0.971 -0.229,8671496 8484278 8650866 8536089,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:58,464.4,50,95,95,0,2,0.8042,61,70.2,20,49,,0,未佩戴,still,19.0,-0.057 -0.744 -0.422,8668587 8480754 8645552 8533648,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:08:59,465.5,50,95,95,0,2,0.8042,61,70.2,20,49,,0,未佩戴,still,19.0,-0.057 -0.744 -0.422,8668587 8480754 8645552 8533648,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:00,466.5,53,95,97,0,2,0.8353,57,72.4,20,46,,0,未佩戴,light,23.4,-0.057 -0.744 -0.422,8667341 8479551 8642909 8531138,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:01,467.5,54,95,95,1,2,0.8730,57,72.4,20,46,,0,未佩戴,light,23.3,0.016 -0.973 -0.229,8671650 8483783 8650143 8537547,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:02,468.5,55,95,95,0,2,0.8667,57,72.7,10,44,,0,未佩戴,still,2.4,-0.047 -0.770 -0.400,8670029 8480754 8647054 8534041,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:03,469.5,55,95,95,0,2,0.8667,57,72.7,10,44,,0,未佩戴,still,2.4,-0.047 -0.770 -0.400,8670029 8480754 8647054 8534041,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:04,470.5,57,95,95,0,2,0.8705,57,73.3,10,42,,0,未佩戴,light,21.9,-0.049 -0.770 -0.398,8668066 8481564 8643939 8530577,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:05,471.6,60,94,95,0,2,0.8626,57,73.3,10,42,,0,未佩戴,light,21.6,0.016 -0.973 -0.229,8669415 8484140 8641866 8529433,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:06,472.6,63,94,95,0,2,0.8626,57,74.8,20,39,,0,未佩戴,still,7.8,0.074 -0.578 -0.246,8673801 8485488 8651898 8539185,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:07,473.6,65,94,95,0,2,0.8533,57,74.8,20,39,,0,未佩戴,light,60.8,0.016 -0.969 -0.229,8663913 8477290 8643206 8528411,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:08,474.6,65,94,95,0,2,0.8705,57,75.9,20,38,,0,未佩戴,light,60.8,0.016 -0.969 -0.229,8663913 8477290 8643206 8528411,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:09,475.6,66,94,95,0,2,0.8449,57,75.9,20,38,,0,未佩戴,still,3.5,0.072 -0.580 -0.246,8663723 8475224 8641441 8527812,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:10,476.6,67,94,95,0,2,0.8449,57,76.8,30,35,,0,未佩戴,light,60.6,0.072 -0.584 -0.246,8666591 8477367 8641806 8529074,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:12,477.6,67,93,95,0,2,0.8635,57,76.8,30,35,,0,未佩戴,light,59.9,0.016 -0.971 -0.230,8664953 8479287 8637038 8526942,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:13,478.6,67,93,95,0,2,0.8762,57,77.8,30,34,,0,未佩戴,light,59.9,0.016 -0.971 -0.230,8664953 8479287 8637038 8526942,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:14,479.7,66,93,95,0,2,0.8618,57,77.8,30,34,,0,未佩戴,still,1.8,0.016 -0.969 -0.229,8667954 8482194 8647216 8532727,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:15,480.7,66,93,95,0,2,0.8618,57,77.8,30,34,,0,未佩戴,still,2.2,0.016 -0.971 -0.229,8661078 8475107 8637055 8523580,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:16,481.7,63,95,95,0,2,0.8733,56,81.5,30,31,,0,未佩戴,still,1.5,0.016 -0.975 -0.230,8665446 8477393 8643693 8531660,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:17,482.7,63,95,95,0,2,0.8623,56,83.0,30,30,,0,未佩戴,still,1.5,0.016 -0.969 -0.229,8663212 8477333 8637114 8526873,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:18,483.8,58,96,95,20,2,0.8525,56,83.0,30,30,,0,未佩戴,still,1.8,0.016 -0.971 -0.229,8666718 8477249 8644212 8530628,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:19,484.8,49,98,95,20,2,0.8525,56,83.0,30,30,,0,未佩戴,still,1.4,0.016 -0.971 -0.230,8671026 8481617 8645006 8533801,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:20,485.8,49,98,95,0,2,0.8852,56,83.0,30,27,,0,未佩戴,still,1.4,0.016 -0.969 -0.229,8667988 8480327 8640673 8528845,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:21,486.8,48,98,95,0,2,0.8791,56,83.0,30,26,,0,未佩戴,still,2.4,0.016 -0.971 -0.229,8663639 8475506 8638530 8527293,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:22,487.9,46,98,95,0,2,0.8691,56,83.0,10,24,,0,未佩戴,still,1.0,0.016 -0.973 -0.229,8669857 8483792 8648403 8534894,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:23,488.9,44,97,95,0,2,0.8691,56,83.0,10,24,,0,未佩戴,still,1.0,0.016 -0.973 -0.229,8667503 8481053 8644161 8530851,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:24,489.9,44,97,95,0,2,0.8751,60,83.0,10,23,,0,未佩戴,still,1.5,0.016 -0.969 -0.230,8666625 8477538 8642830 8530313,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:25,490.9,44,97,95,0,2,0.9008,60,83.0,10,21,,0,未佩戴,still,1.5,0.016 -0.969 -0.229,8664858 8476794 8641005 8528998,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:26,492.0,44,96,95,0,2,0.9008,60,83.0,10,18,,0,未佩戴,still,1.8,0.016 -0.967 -0.229,8668151 8479782 8642166 8531130,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:27,493.0,44,95,95,20,2,0.8839,60,83.0,10,18,,0,未佩戴,still,3.1,0.018 -0.969 -0.230,8671444 8482341 8643930 8532395,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:28,494.0,44,95,95,21,2,0.9149,60,83.0,10,17,,0,未佩戴,still,3.3,0.016 -0.971 -0.229,8663417 8476018 8642115 8529066,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:29,495.1,44,95,95,20,2,0.9009,60,83.0,10,17,,0,未佩戴,still,3.3,0.016 -0.971 -0.229,8663417 8476018 8642115 8529066,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:30,496.1,43,94,95,0,2,0.8821,60,83.0,10,14,,0,未佩戴,still,1.4,0.016 -0.971 -0.229,8670413 8480812 8644265 8532914,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:31,497.1,44,94,95,0,2,0.8731,60,83.0,10,13,,0,未佩戴,still,1.8,0.014 -0.969 -0.230,8667069 8477631 8644066 8530807,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:32,498.1,44,94,95,0,2,0.8801,44,83.0,10,13,,0,未佩戴,still,1.3,0.016 -0.969 -0.229,8666549 8480209 8638779 8527257,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:33,499.2,44,94,95,0,2,0.8697,40,83.0,10,13,,0,未佩戴,still,1.3,0.016 -0.969 -0.229,8666549 8480209 8638779 8527257,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:34,500.2,44,95,95,3,2,0.8688,44,83.0,10,10,,0,未佩戴,still,1.2,0.016 -0.971 -0.229,8664569 8477922 8640748 8527880,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:35,501.2,44,96,95,1,2,0.8773,44,83.0,10,9,,0,未佩戴,still,1.2,0.016 -0.971 -0.229,8666632 8476839 8641799 8531753,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:36,502.3,44,96,95,0,2,0.8646,44,83.0,10,9,,0,未佩戴,still,0.8,0.016 -0.971 -0.229,8664629 8477487 8637328 8526337,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:37,503.3,44,96,96,0,2,0.8884,60,83.0,10,8,,0,未佩戴,still,0.8,0.016 -0.971 -0.229,8664629 8477487 8637328 8526337,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:38,504.3,44,96,96,0,2,0.8884,60,83.0,10,6,,0,未佩戴,still,2.0,0.016 -0.969 -0.229,8670702 8481812 8648836 8537207,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
2026-09-20 11:09:39,505.3,43,96,95,0,2,0.8951,60,83.0,10,6,,0,未佩戴,still,1.3,0.016 -0.969 -0.229,8666659 8480063 8639410 8528665,g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA g8/153mA/153mA,47,175
