t,func,frame_id,ch,rawdata,agc,hr_bpm,hr_conf,spo2_pct,spo2_conf
1.629,HR,216,0,10482424,g4/12mA/12mA,94,81,,
1.629,HR,216,1,13682257,g4/12mA/12mA,94,81,,
1.629,HR,216,2,11711061,g4/12mA/12mA,94,81,,
1.629,HR,216,3,13111568,g4/12mA/12mA,94,81,,
1.629,HR,217,0,10483370,g4/12mA/12mA,94,81,,
1.629,HR,217,1,13683845,g4/12mA/12mA,94,81,,
1.629,HR,217,2,11712570,g4/12mA/12mA,94,81,,
1.629,HR,217,3,13112821,g4/12mA/12mA,94,81,,
1.629,HR,218,0,10482202,g4/12mA/12mA,95,80,,
1.629,HR,218,1,13682283,g4/12mA/12mA,95,80,,
1.629,HR,218,2,11711112,g4/12mA/12mA,95,80,,
1.629,HR,218,3,13111320,g4/12mA/12mA,95,80,,
1.656,HRV,191,0,10487697,g4/12mA/12mA,95,80,,
1.656,HRV,191,1,13691181,g4/12mA/12mA,95,80,,
1.656,HRV,191,2,11718388,g4/12mA/12mA,95,80,,
1.656,HRV,191,3,13118888,g4/12mA/12mA,95,80,,
1.656,HRV,192,0,10487295,g4/12mA/12mA,95,80,,
1.656,HRV,192,1,13690192,g4/12mA/12mA,95,80,,
1.656,HRV,192,2,11717970,g4/12mA/12mA,95,80,,
1.656,HRV,192,3,13118282,g4/12mA/12mA,95,80,,
1.656,HRV,193,0,10487117,g4/12mA/12mA,95,80,,
1.656,HRV,193,1,13690141,g4/12mA/12mA,95,80,,
1.656,HRV,193,2,11717527,g4/12mA/12mA,95,80,,
1.656,HRV,193,3,13118189,g4/12mA/12mA,95,80,,
1.656,HRV,194,0,10486887,g4/12mA/12mA,95,80,,
1.656,HRV,194,1,13689399,g4/12mA/12mA,95,80,,
1.656,HRV,194,2,11717006,g4/12mA/12mA,95,80,,
1.656,HRV,194,3,13117719,g4/12mA/12mA,95,80,,
1.656,HRV,195,0,10486681,g4/12mA/12mA,95,80,,
1.656,HRV,195,1,13689125,g4/12mA/12mA,95,80,,
1.656,HRV,195,2,11716980,g4/12mA/12mA,95,80,,
1.656,HRV,195,3,13117454,g4/12mA/12mA,95,80,,
1.686,HRV,196,0,10487125,g4/12mA/12mA,95,80,,
1.686,HRV,196,1,13689772,g4/12mA/12mA,95,80,,
1.686,HRV,196,2,11717715,g4/12mA/12mA,95,80,,
1.686,HRV,196,3,13118111,g4/12mA/12mA,95,80,,
1.686,HRV,197,0,10487362,g4/12mA/12mA,95,80,,
1.686,HRV,197,1,13690261,g4/12mA/12mA,95,80,,
1.686,HRV,197,2,11717605,g4/12mA/12mA,95,80,,
1.686,HRV,197,3,13118094,g4/12mA/12mA,95,80,,
1.686,HRV,198,0,10487108,g4/12mA/12mA,95,80,,
1.686,HRV,198,1,13690013,g4/12mA/12mA,95,80,,
1.686,HRV,198,2,11717458,g4/12mA/12mA,95,80,,
1.686,HRV,198,3,13117771,g4/12mA/12mA,95,80,,
1.686,HRV,199,0,10486936,g4/12mA/12mA,95,80,,
1.686,HRV,199,1,13689749,g4/12mA/12mA,95,80,,
1.686,HRV,199,2,11717212,g4/12mA/12mA,95,80,,
1.686,HRV,199,3,13117744,g4/12mA/12mA,95,80,,
1.686,HRV,200,0,10486017,g4/12mA/12mA,95,80,,
1.686,HRV,200,1,13688272,g4/12mA/12mA,95,80,,
1.686,HRV,200,2,11716061,g4/12mA/12mA,95,80,,
1.686,HRV,200,3,13116362,g4/12mA/12mA,95,80,,
1.686,HRV,201,0,10485317,g4/12mA/12mA,95,80,,
1.686,HRV,201,1,13687118,g4/12mA/12mA,95,80,,
1.686,HRV,201,2,11715368,g4/12mA/12mA,95,80,,
1.686,HRV,201,3,13115611,g4/12mA/12mA,95,80,,
1.687,HRV,214,0,10483055,g4/12mA/12mA,95,80,,
1.687,HRV,214,1,13683845,g4/12mA/12mA,95,80,,
1.687,HRV,214,2,11712392,g4/12mA/12mA,95,80,,
1.687,HRV,214,3,13112251,g4/12mA/12mA,95,80,,
1.687,HRV,215,0,10482441,g4/12mA/12mA,95,80,,
1.687,HRV,215,1,13682358,g4/12mA/12mA,95,80,,
1.687,HRV,215,2,11711342,g4/12mA/12mA,95,80,,
1.687,HRV,215,3,13111320,g4/12mA/12mA,95,80,,
1.687,HRV,216,0,10482424,g4/12mA/12mA,95,80,,
1.687,HRV,216,1,13682257,g4/12mA/12mA,95,80,,
1.687,HRV,216,2,11711061,g4/12mA/12mA,95,80,,
1.687,HRV,216,3,13111568,g4/12mA/12mA,95,80,,
1.687,HRV,217,0,10483370,g4/12mA/12mA,95,80,,
1.687,HRV,217,1,13683845,g4/12mA/12mA,95,80,,
1.687,HRV,217,2,11712570,g4/12mA/12mA,95,80,,
1.687,HRV,217,3,13112821,g4/12mA/12mA,95,80,,
1.687,HRV,218,0,10482202,g4/12mA/12mA,95,80,,
1.687,HRV,218,1,13682283,g4/12mA/12mA,95,80,,
1.687,HRV,218,2,11711112,g4/12mA/12mA,95,80,,
1.687,HRV,218,3,13111320,g4/12mA/12mA,95,80,,
1.717,SPO2,191,0,13106220,g1/73mA/0mA,95,80,,
1.717,SPO2,191,1,13332922,g1/36mA/0mA,95,80,,
1.717,SPO2,192,0,13104906,g1/73mA/0mA,95,80,,
1.717,SPO2,192,1,13331952,g1/36mA/0mA,95,80,,
1.718,SPO2,193,0,13104954,g1/73mA/0mA,95,80,0,19
1.718,SPO2,193,1,13332169,g1/36mA/0mA,95,80,0,19
1.718,SPO2,194,0,13104602,g1/73mA/0mA,95,80,0,19
1.718,SPO2,194,1,13332357,g1/36mA/0mA,95,80,0,19
1.718,SPO2,195,0,13104323,g1/73mA/0mA,95,80,0,19
1.718,SPO2,195,1,13331931,g1/36mA/0mA,95,80,0,19
1.718,SPO2,196,0,13105151,g1/73mA/0mA,95,80,0,19
1.718,SPO2,196,1,13332531,g1/36mA/0mA,95,80,0,19
1.744,SPO2,205,0,13098377,g1/73mA/0mA,95,80,0,19
1.744,SPO2,205,1,13327152,g1/36mA/0mA,95,80,0,19
1.744,SPO2,206,0,13095935,g1/73mA/0mA,95,80,0,19
1.744,SPO2,206,1,13325655,g1/36mA/0mA,95,80,0,19
1.744,SPO2,207,0,13090277,g1/73mA/0mA,95,80,0,19
1.744,SPO2,207,1,13320560,g1/36mA/0mA,95,80,0,19
1.744,SPO2,208,0,13090471,g1/73mA/0mA,95,80,0,19
1.744,SPO2,208,1,13322848,g1/36mA/0mA,95,80,0,19
1.744,SPO2,209,0,13092059,g1/73mA/0mA,95,80,0,19
1.744,SPO2,209,1,13324092,g1/36mA/0mA,95,80,0,19
1.744,SPO2,210,0,13094453,g1/73mA/0mA,95,80,0,19
1.744,SPO2,210,1,13325397,g1/36mA/0mA,95,80,0,19
1.744,SPO2,211,0,13095452,g1/73mA/0mA,95,80,0,19
1.744,SPO2,211,1,13325773,g1/36mA/0mA,95,80,0,19
1.746,SPO2,218,0,13093717,g1/73mA/0mA,95,80,0,19
1.746,SPO2,218,1,13324693,g1/36mA/0mA,95,80,0,19
1.746,SPO2,219,0,13094915,g1/73mA/0mA,95,80,0,19
1.746,SPO2,219,1,13325462,g1/36mA/0mA,95,80,0,19
1.746,SPO2,220,0,13093950,g1/73mA/0mA,95,80,0,19
1.746,SPO2,220,1,13324697,g1/36mA/0mA,95,80,0,19
1.746,SPO2,221,0,13094652,g1/73mA/0mA,95,80,0,19
1.746,SPO2,221,1,13324719,g1/36mA/0mA,95,80,0,19
1.746,SPO2,222,0,13093698,g1/73mA/0mA,95,80,0,19
1.746,SPO2,222,1,13324502,g1/36mA/0mA,95,80,0,19
1.746,SPO2,223,0,13094102,g1/73mA/0mA,95,80,0,19
1.746,SPO2,223,1,13324784,g1/36mA/0mA,95,80,0,19
2.887,HR,224,0,10482475,g4/12mA/12mA,95,80,0,19
2.887,HR,224,1,13683042,g4/12mA/12mA,95,80,0,19
2.887,HR,224,2,11711743,g4/12mA/12mA,95,80,0,19
2.887,HR,224,3,13111626,g4/12mA/12mA,95,80,0,19
2.887,HR,225,0,10482168,g4/12mA/12mA,95,80,0,19
2.887,HR,225,1,13682223,g4/12mA/12mA,95,80,0,19
2.887,HR,225,2,11711078,g4/12mA/12mA,95,80,0,19
2.887,HR,225,3,13111287,g4/12mA/12mA,95,80,0,19
2.887,HR,226,0,10481520,g4/12mA/12mA,95,80,0,19
2.887,HR,226,1,13680780,g4/12mA/12mA,95,80,0,19
2.887,HR,226,2,11709994,g4/12mA/12mA,95,80,0,19
2.887,HR,226,3,13110244,g4/12mA/12mA,95,80,0,19
2.887,HR,227,0,10486178,g4/12mA/12mA,95,80,0,19
2.887,HR,227,1,13689432,g4/12mA/12mA,95,80,0,19
2.887,HR,227,2,11716983,g4/12mA/12mA,95,80,0,19
2.887,HR,227,3,13116559,g4/12mA/12mA,95,80,0,19
2.887,HR,228,0,10486495,g4/12mA/12mA,95,80,0,19
2.887,HR,228,1,13690728,g4/12mA/12mA,95,80,0,19
2.887,HR,228,2,11717851,g4/12mA/12mA,95,80,0,19
2.887,HR,228,3,13117258,g4/12mA/12mA,95,80,0,19
2.944,HR,229,0,10480863,g4/12mA/12mA,95,80,0,19
2.944,HR,229,1,13682350,g4/12mA/12mA,95,80,0,19
2.944,HR,229,2,11711565,g4/12mA/12mA,95,80,0,19
2.944,HR,229,3,13109641,g4/12mA/12mA,95,80,0,19
2.944,HR,230,0,10480941,g4/12mA/12mA,95,80,0,19
2.944,HR,230,1,13683297,g4/12mA/12mA,95,80,0,19
2.944,HR,230,2,11711632,g4/12mA/12mA,95,80,0,19
2.944,HR,230,3,13110203,g4/12mA/12mA,95,80,0,19
2.944,HR,231,0,10480682,g4/12mA/12mA,95,80,0,19
2.944,HR,231,1,13682641,g4/12mA/12mA,95,80,0,19
2.944,HR,231,2,11711418,g4/12mA/12mA,95,80,0,19
2.944,HR,231,3,13109829,g4/12mA/12mA,95,80,0,19
2.944,HR,232,0,10479039,g4/12mA/12mA,95,80,0,19
2.944,HR,232,1,13677549,g4/12mA/12mA,95,80,0,19
2.944,HR,232,2,11707750,g4/12mA/12mA,95,80,0,19
2.944,HR,232,3,13106610,g4/12mA/12mA,95,80,0,19
2.944,HR,233,0,10476486,g4/12mA/12mA,95,80,0,19
2.944,HR,233,1,13672055,g4/12mA/12mA,95,80,0,19
2.944,HR,233,2,11702086,g4/12mA/12mA,95,80,0,19
2.944,HR,233,3,13104505,g4/12mA/12mA,95,80,0,19
2.944,HR,234,0,10528528,g4/12mA/12mA,95,80,0,19
2.944,HR,234,1,13764106,g4/12mA/12mA,95,80,0,19
2.944,HR,234,2,11778757,g4/12mA/12mA,95,80,0,19
2.944,HR,234,3,13181388,g4/12mA/12mA,95,80,0,19
2.946,HR,235,0,10501994,g4/12mA/12mA,95,80,0,19
2.946,HR,235,1,13712550,g4/12mA/12mA,95,80,0,19
2.946,HR,235,2,11736696,g4/12mA/12mA,95,80,0,19
2.946,HR,235,3,13142545,g4/12mA/12mA,95,80,0,19
2.946,HR,236,0,10502516,g4/12mA/12mA,95,80,0,19
2.946,HR,236,1,13713158,g4/12mA/12mA,95,80,0,19
2.946,HR,236,2,11737422,g4/12mA/12mA,95,80,0,19
2.946,HR,236,3,13143628,g4/12mA/12mA,95,80,0,19
2.946,HR,237,0,10504444,g4/12mA/12mA,95,80,0,19
2.946,HR,237,1,13716647,g4/12mA/12mA,95,80,0,19
2.947,HR,237,2,11739957,g4/12mA/12mA,95,80,0,19
2.947,HR,237,3,13145933,g4/12mA/12mA,95,80,0,19
2.947,HR,238,0,10505014,g4/12mA/12mA,95,80,0,19
2.947,HR,238,1,13717286,g4/12mA/12mA,95,80,0,19
2.947,HR,238,2,11740910,g4/12mA/12mA,95,80,0,19
2.947,HR,238,3,13146649,g4/12mA/12mA,95,80,0,19
2.947,HR,239,0,10507258,g4/12mA/12mA,95,80,0,19
2.947,HR,239,1,13721765,g4/12mA/12mA,95,80,0,19
2.947,HR,239,2,11744419,g4/12mA/12mA,95,80,0,19
2.947,HR,239,3,13150044,g4/12mA/12mA,95,80,0,19
2.947,HR,240,0,10509307,g4/12mA/12mA,95,80,0,19
2.947,HR,240,1,13724725,g4/12mA/12mA,95,80,0,19
2.947,HR,240,2,11746901,g4/12mA/12mA,95,80,0,19
2.947,HR,240,3,13152100,g4/12mA/12mA,95,80,0,19
2.977,HR,241,0,10507446,g4/12mA/12mA,95,80,0,19
2.977,HR,241,1,13722200,g4/12mA/12mA,95,80,0,19
2.977,HR,241,2,11744419,g4/12mA/12mA,95,80,0,19
2.977,HR,241,3,13150189,g4/12mA/12mA,95,80,0,19
2.977,HR,242,0,10507266,g4/12mA/12mA,95,80,0,19
2.977,HR,242,1,13722020,g4/12mA/12mA,95,80,0,19
2.977,HR,242,2,11744145,g4/12mA/12mA,95,80,0,19
2.977,HR,242,3,13149778,g4/12mA/12mA,95,80,0,19
2.977,HR,243,0,10507285,g4/12mA/12mA,95,82,0,19
2.977,HR,243,1,13721775,g4/12mA/12mA,95,82,0,19
2.977,HR,243,2,11744128,g4/12mA/12mA,95,82,0,19
2.977,HR,243,3,13149805,g4/12mA/12mA,95,82,0,19
2.977,HR,244,0,10507164,g4/12mA/12mA,95,82,0,19
2.977,HR,244,1,13721383,g4/12mA/12mA,95,82,0,19
2.977,HR,244,2,11744171,g4/12mA/12mA,95,82,0,19
2.977,HR,244,3,13149616,g4/12mA/12mA,95,82,0,19
2.977,HR,245,0,10507428,g4/12mA/12mA,95,82,0,19
2.977,HR,245,1,13722566,g4/12mA/12mA,95,82,0,19
2.977,HR,245,2,11744639,g4/12mA/12mA,95,82,0,19
2.977,HR,245,3,13150232,g4/12mA/12mA,95,82,0,19
2.977,HR,246,0,10507472,g4/12mA/12mA,95,82,0,19
2.977,HR,246,1,13722397,g4/12mA/12mA,95,82,0,19
2.977,HR,246,2,11744837,g4/12mA/12mA,95,82,0,19
2.977,HR,246,3,13150324,g4/12mA/12mA,95,82,0,19
2.977,HR,247,0,10508019,g4/12mA/12mA,95,82,0,19
2.977,HR,247,1,13723021,g4/12mA/12mA,95,82,0,19
2.977,HR,247,2,11745304,g4/12mA/12mA,95,82,0,19
2.977,HR,247,3,13150974,g4/12mA/12mA,95,82,0,19
2.977,HR,248,0,10507251,g4/12mA/12mA,95,82,0,19
2.977,HR,248,1,13722320,g4/12mA/12mA,95,82,0,19
2.977,HR,248,2,11744460,g4/12mA/12mA,95,82,0,19
2.977,HR,248,3,13149737,g4/12mA/12mA,95,82,0,19
2.977,HR,249,0,10508094,g4/12mA/12mA,95,82,0,19
2.977,HR,249,1,13723334,g4/12mA/12mA,95,82,0,19
2.977,HR,249,2,11745698,g4/12mA/12mA,95,82,0,19
2.977,HR,249,3,13150717,g4/12mA/12mA,95,82,0,19
2.977,HR,250,0,10507285,g4/12mA/12mA,95,82,0,19
2.977,HR,250,1,13722388,g4/12mA/12mA,95,82,0,19
2.977,HR,250,2,11744547,g4/12mA/12mA,95,82,0,19
2.977,HR,250,3,13149940,g4/12mA/12mA,95,82,0,19
2.977,HR,251,0,10507974,g4/12mA/12mA,95,82,0,19
2.977,HR,251,1,13722686,g4/12mA/12mA,95,82,0,19
2.977,HR,251,2,11744981,g4/12mA/12mA,95,82,0,19
2.977,HR,251,3,13150708,g4/12mA/12mA,95,82,0,19
3.006,HRV,224,0,10482475,g4/12mA/12mA,95,82,0,19
3.006,HRV,224,1,13683042,g4/12mA/12mA,95,82,0,19
3.006,HRV,224,2,11711743,g4/12mA/12mA,95,82,0,19
3.006,HRV,224,3,13111626,g4/12mA/12mA,95,82,0,19
3.006,HRV,225,0,10482168,g4/12mA/12mA,95,82,0,19
3.006,HRV,225,1,13682223,g4/12mA/12mA,95,82,0,19
3.006,HRV,225,2,11711078,g4/12mA/12mA,95,82,0,19
3.006,HRV,225,3,13111287,g4/12mA/12mA,95,82,0,19
3.006,HRV,226,0,10481520,g4/12mA/12mA,95,82,0,19
3.006,HRV,226,1,13680780,g4/12mA/12mA,95,82,0,19
3.006,HRV,226,2,11709994,g4/12mA/12mA,95,82,0,19
3.006,HRV,226,3,13110244,g4/12mA/12mA,95,82,0,19
3.006,HRV,227,0,10486178,g4/12mA/12mA,95,82,0,19
3.006,HRV,227,1,13689432,g4/12mA/12mA,95,82,0,19
3.006,HRV,227,2,11716983,g4/12mA/12mA,95,82,0,19
3.006,HRV,227,3,13116559,g4/12mA/12mA,95,82,0,19
3.006,HRV,228,0,10486495,g4/12mA/12mA,95,82,0,19
3.006,HRV,228,1,13690728,g4/12mA/12mA,95,82,0,19
3.006,HRV,228,2,11717851,g4/12mA/12mA,95,82,0,19
3.006,HRV,228,3,13117258,g4/12mA/12mA,95,82,0,19
3.034,HRV,229,0,10480863,g4/12mA/12mA,95,82,0,19
3.034,HRV,229,1,13682350,g4/12mA/12mA,95,82,0,19
3.034,HRV,229,2,11711565,g4/12mA/12mA,95,82,0,19
3.034,HRV,229,3,13109641,g4/12mA/12mA,95,82,0,19
3.034,HRV,230,0,10480941,g4/12mA/12mA,95,82,0,19
3.034,HRV,230,1,13683297,g4/12mA/12mA,95,82,0,19
3.034,HRV,230,2,11711632,g4/12mA/12mA,95,82,0,19
3.034,HRV,230,3,13110203,g4/12mA/12mA,95,82,0,19
3.034,HRV,231,0,10480682,g4/12mA/12mA,95,82,0,19
3.034,HRV,231,1,13682641,g4/12mA/12mA,95,82,0,19
3.034,HRV,231,2,11711418,g4/12mA/12mA,95,82,0,19
3.034,HRV,231,3,13109829,g4/12mA/12mA,95,82,0,19
3.034,HRV,232,0,10479039,g4/12mA/12mA,95,82,0,19
3.034,HRV,232,1,13677549,g4/12mA/12mA,95,82,0,19
3.034,HRV,232,2,11707750,g4/12mA/12mA,95,82,0,19
3.034,HRV,232,3,13106610,g4/12mA/12mA,95,82,0,19
3.034,HRV,233,0,10476486,g4/12mA/12mA,95,82,0,19
3.034,HRV,233,1,13672055,g4/12mA/12mA,95,82,0,19
3.034,HRV,233,2,11702086,g4/12mA/12mA,95,82,0,19
3.034,HRV,233,3,13104505,g4/12mA/12mA,95,82,0,19
3.034,HRV,234,0,10528528,g4/12mA/12mA,95,82,0,19
3.034,HRV,234,1,13764106,g4/12mA/12mA,95,82,0,19
3.034,HRV,234,2,11778757,g4/12mA/12mA,95,82,0,19
3.034,HRV,234,3,13181388,g4/12mA/12mA,95,82,0,19
3.067,HRV,241,0,10526667,g4/12mA/12mA,95,82,0,19
3.067,HRV,241,1,13761581,g4/12mA/12mA,95,82,0,19
3.067,HRV,241,2,11776275,g4/12mA/12mA,95,82,0,19
3.067,HRV,241,3,13179477,g4/12mA/12mA,95,82,0,19
3.067,HRV,242,0,10526487,g4/12mA/12mA,95,82,0,19
3.067,HRV,242,1,13761401,g4/12mA/12mA,95,82,0,19
3.067,HRV,242,2,11776001,g4/12mA/12mA,95,82,0,19
3.067,HRV,242,3,13179066,g4/12mA/12mA,95,82,0,19
3.067,HRV,243,0,10526506,g4/12mA/12mA,95,82,0,19
3.067,HRV,243,1,13761156,g4/12mA/12mA,95,82,0,19
3.067,HRV,243,2,11775984,g4/12mA/12mA,95,82,0,19
3.067,HRV,243,3,13179093,g4/12mA/12mA,95,82,0,19
3.067,HRV,244,0,10526385,g4/12mA/12mA,95,82,0,19
3.067,HRV,244,1,13760764,g4/12mA/12mA,95,82,0,19
3.067,HRV,244,2,11776027,g4/12mA/12mA,95,82,0,19
3.067,HRV,244,3,13178904,g4/12mA/12mA,95,82,0,19
3.067,HRV,245,0,10526649,g4/12mA/12mA,95,82,0,19
3.067,HRV,245,1,13761947,g4/12mA/12mA,95,82,0,19
3.067,HRV,245,2,11776495,g4/12mA/12mA,95,82,0,19
3.067,HRV,245,3,13179520,g4/12mA/12mA,95,82,0,19
3.098,SPO2,224,0,13094073,g1/73mA/0mA,95,82,0,19
3.098,SPO2,224,1,13324590,g1/36mA/0mA,95,82,0,19
3.098,SPO2,225,0,13093232,g1/73mA/0mA,95,82,0,19
3.098,SPO2,225,1,13324006,g1/36mA/0mA,95,82,0,19
3.098,SPO2,226,0,13091493,g1/73mA/0mA,95,82,0,19
3.098,SPO2,226,1,13323036,g1/36mA/0mA,95,82,0,19
3.098,SPO2,227,0,13104114,g1/73mA/0mA,95,82,0,19
3.098,SPO2,227,1,13332453,g1/36mA/0mA,95,82,0,19
3.098,SPO2,228,0,13103476,g1/73mA/0mA,95,82,0,19
3.098,SPO2,228,1,13331601,g1/36mA/0mA,95,82,0,19
3.098,SPO2,229,0,13090035,g1/73mA/0mA,95,82,0,19
3.098,SPO2,229,1,13325184,g1/36mA/0mA,95,82,0,19
3.098,SPO2,230,0,13090073,g1/73mA/0mA,95,82,0,19
3.098,SPO2,230,1,13324919,g1/36mA/0mA,95,82,0,19
3.099,SPO2,231,0,13089495,g1/73mA/0mA,95,82,0,19
3.099,SPO2,231,1,13324395,g1/36mA/0mA,95,82,0,19
3.099,SPO2,232,0,13083096,g1/73mA/0mA,95,82,0,19
3.099,SPO2,232,1,13318538,g1/36mA/0mA,95,82,0,19
3.099,SPO2,233,0,13084098,g1/73mA/0mA,95,82,0,19
3.099,SPO2,233,1,13319566,g1/36mA/0mA,95,82,0,19
3.099,SPO2,234,0,13246359,g1/73mA/0mA,95,82,0,19
3.099,SPO2,234,1,13431288,g1/36mA/0mA,95,82,0,19
